VG,50,50,50,100,100,100,150,150,150,200,200,200,250,250,250
-1.5,3.22E-06,3.53E-06,3.46E-06,3.26E-06,3.59E-06,3.55E-06,3.35E-06,3.68E-06,3.65E-06,3.81E-06,3.90E-06,3.86E-06,3.78E-06,3.83E-06,3.75E-06
-0.75,3.28E-06,3.59E-06,3.52E-06,3.32E-06,3.65E-06,3.61E-06,3.41E-06,3.74E-06,3.71E-06,3.87E-06,3.96E-06,3.92E-06,3.83E-06,3.89E-06,3.81E-06
0,3.34E-06,3.65E-06,3.58E-06,3.38E-06,3.72E-06,3.67E-06,3.47E-06,3.79E-06,3.76E-06,3.93E-06,4.01E-06,3.97E-06,3.89E-06,3.94E-06,3.87E-06
0.75,3.41E-06,3.72E-06,3.64E-06,3.45E-06,3.78E-06,3.73E-06,3.53E-06,3.85E-06,3.82E-06,3.98E-06,4.07E-06,4.03E-06,3.94E-06,3.99E-06,3.92E-06
1.5,3.47E-06,3.78E-06,3.70E-06,3.51E-06,3.84E-06,3.79E-06,3.59E-06,3.91E-06,3.88E-06,4.04E-06,4.13E-06,4.08E-06,3.99E-06,4.04E-06,3.98E-06
2.25,3.54E-06,3.84E-06,3.76E-06,3.58E-06,3.90E-06,3.85E-06,3.65E-06,3.96E-06,3.93E-06,4.10E-06,4.18E-06,4.14E-06,4.04E-06,4.10E-06,4.03E-06
3,3.60E-06,3.90E-06,3.83E-06,3.64E-06,3.96E-06,3.92E-06,3.71E-06,4.02E-06,3.99E-06,4.16E-06,4.24E-06,4.19E-06,4.10E-06,4.15E-06,4.08E-06
3.75,3.66E-06,3.96E-06,3.89E-06,3.70E-06,4.02E-06,3.98E-06,3.77E-06,4.08E-06,4.05E-06,4.22E-06,4.29E-06,4.25E-06,4.15E-06,4.20E-06,4.14E-06
4.5,3.72E-06,4.03E-06,3.95E-06,3.76E-06,4.08E-06,4.03E-06,3.82E-06,4.13E-06,4.10E-06,4.27E-06,4.34E-06,4.30E-06,4.20E-06,4.25E-06,4.19E-06
5.25,3.78E-06,4.09E-06,4.00E-06,3.82E-06,4.13E-06,4.09E-06,3.88E-06,4.18E-06,4.15E-06,4.33E-06,4.40E-06,4.35E-06,4.25E-06,4.30E-06,4.24E-06
